dianhydride,diamine,build_status,smiles,predicted_tg_k,predicted_tg_c,interval_k,ct_risk,transparent_proxy,synthesizable,synth_issues,max_train_tanimoto,novel
6FDA,DMB,ok,Cc1cc2ccc1-c1ccc(c(C)c1)N1C(=O)c3ccc(cc3C1=O)C(C(F)(F)F)(C(F)(F)F)c1ccc3c(c1)C(=O)N2C3=O,646.9286967449631,373.7786967449631,108.29048866254463,0.0,True,True,,0.8222222222222222,True
DSDA,DMB,ok,Cc1cc2ccc1-c1ccc(c(C)c1)N1C(=O)c3ccc(cc3C1=O)S(=O)(=O)c1ccc3c(c1)C(=O)N2C3=O,666.5275300085043,393.3775300085043,108.29048866254463,3.0,False,True,,0.6888888888888889,True
HPMDA,DMB,ok,Cc1cc2ccc1-c1ccc(c(C)c1)N1C(=O)C3CC4C(=O)N2C(=O)C4CC3C1=O,575.0072735686582,301.85727356865823,108.29048866254463,0.0,True,True,,0.42857142857142855,True
BCDA,DMB,ok,Cc1cc2ccc1-c1ccc(c(C)c1)N1C(=O)C3C4C=CC(C(=O)N2C4=O)C3C1=O,618.7702052494814,345.6202052494814,108.29048866254463,0.0,True,False,dianhydride:sa_score>4.5,0.3888888888888889,True
CBDA,DMB,ok,Cc1cc2ccc1-c1ccc(c(C)c1)N1C(=O)C3C4C(=O)N2C(=O)C4C3C1=O,613.4096481950486,340.2596481950486,108.29048866254463,0.0,True,True,,0.42857142857142855,True
BPADA,DMB,ok,Cc1cc2ccc1-c1ccc(c(C)c1)N1C(=O)c3ccc(cc3C1=O)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)Oc1ccc3c(c1)C(=O)N2C3=O,525.7323902044328,252.58239020443284,108.29048866254463,6.0,False,True,,0.7,True
HQDPA,DMB,ok,Cc1cc2ccc1c1ccc(c(C)c1)n1c(=O)c3cc(ccc3C1=O)oc1ccc(cc1)oc1ccc3c(c1)c(=O)n2C3=O,541.0275336557337,267.8775336557337,108.29048866254463,5.0,False,True,,0.6538461538461539,True
NTDA,DMB,ok,Cc1cc2ccc1-c1ccc(c(C)c1)-n1c(=O)c(=O)c3ccc4c(=O)n-2c(=O)c2ccc(c1=O)c4c32,654.6122423997476,381.46224239974765,108.29048866254463,6.0,False,True,,0.5116279069767442,True
PMDA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)-n1c(=O)c3cc4c(=O)n-2c(=O)c4cc3c1=O,646.2107702863914,373.0607702863914,108.29048866254463,3.0,False,True,,0.65625,True
BPDA,TMB,ok,Cc1cc2c(C)cc1c1c(C)cc(cc1C)n1c(=O)c3cc(ccc3C1=O)c1ccc3c(c1)c(=O)n2C3=O,617.4155947776319,344.2655947776319,108.29048866254463,4.0,False,True,,0.75,True
ODPA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)N1C(=O)c3ccc(cc3C1=O)Oc1ccc3c(c1)C(=O)N2C3=O,578.1585552087836,305.0085552087836,108.29048866254463,4.0,False,True,,0.6666666666666666,True
BTDA,TMB,ok,Cc1cc2c(C)cc1c1c(C)cc(cc1C)n1c(=O)c3cc(ccc3C1=O)c(=O)c1ccc3c(c1)c(=O)n2C3=O,621.764190372956,348.61419037295605,108.29048866254463,4.0,False,True,,0.6744186046511628,True
6FDA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)N1C(=O)c3ccc(cc3C1=O)C(C(F)(F)F)(C(F)(F)F)c1ccc3c(c1)C(=O)N2C3=O,638.0331936030257,364.8831936030257,108.29048866254463,0.0,True,True,,0.7777777777777778,True
DSDA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)N1C(=O)c3ccc(cc3C1=O)S(=O)(=O)c1ccc3c(c1)C(=O)N2C3=O,682.7171018841575,409.5671018841575,108.29048866254463,3.0,False,True,,0.6666666666666666,True
HPMDA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)N1C(=O)C3CC4C(=O)N2C(=O)C4CC3C1=O,540.4197933954515,267.26979339545153,108.29048866254463,0.0,True,True,,0.3673469387755102,True
BCDA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)N1C(=O)C3C4C=CC(C(=O)N2C4=O)C3C1=O,617.137620697833,343.987620697833,108.29048866254463,0.0,True,False,dianhydride:sa_score>4.5,0.3269230769230769,True
CBDA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)N1C(=O)C3C(C1=O)C1C(=O)N2C(=O)C31,613.7908057190514,340.6408057190514,108.29048866254463,0.0,True,True,,0.3617021276595745,True
BPADA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)N1C(=O)c3ccc(cc3C1=O)Oc1ccc(cc1)C(C)(C)c1ccc(cc1)Oc1ccc3c(c1)C(=O)N2C3=O,533.3454208856534,260.19542088565345,108.29048866254463,6.0,False,True,,0.6530612244897959,True
HQDPA,TMB,ok,Cc1cc2c(C)cc1c1c(C)cc(cc1C)n1c(=O)c3cc(ccc3C1=O)oc1ccc(cc1)oc1ccc3c(c1)c(=O)n2C3=O,494.95805515384245,221.80805515384247,108.29048866254463,5.0,False,True,,0.6,True
NTDA,TMB,ok,Cc1cc2c(C)cc1-c1c(C)cc(cc1C)-n1c(=O)c(=O)c3ccc4c(=O)n-2c(=O)c2ccc(c1=O)c4c32,664.5097293032849,391.3597293032849,108.29048866254463,6.0,False,True,,0.4634146341463415,True
PMDA,SDA,ok,O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1-c1ccc(cc1)Sc1ccc-4cc1,578.569200477071,305.41920047707106,108.29048866254463,3.0,False,True,,1.0,False
BPDA,SDA,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2ccc-3cc2C1=O,501.5271486934769,228.3771486934769,108.29048866254463,4.0,False,True,,1.0,False
ODPA,SDA,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)sc1ccc(cc1)n1c(=O)c2cc(ccc2C1=O)o3,485.3859637845619,212.23596378456193,108.29048866254463,4.0,False,True,,1.0,False
BTDA,SDA,ok,O=C1c2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3ccc1cc3C2=O,512.8755204554302,239.72552045543023,108.29048866254463,4.0,False,True,,1.0,False
6FDA,SDA,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)C3(C(F)(F)F)C(F)(F)F,501.4000589449384,228.25005894493842,108.29048866254463,0.0,True,True,,1.0,False
DSDA,SDA,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)S3(=O)=O,507.9412905942041,234.7912905942041,108.29048866254463,3.0,False,True,,0.7058823529411765,True
HPMDA,SDA,ok,O=C1C2CC3C(=O)N4C(=O)C3CC2C(=O)N1c1ccc(cc1)Sc1ccc4cc1,498.337239958848,225.187239958848,108.29048866254463,0.0,True,True,,0.4864864864864865,True
BCDA,SDA,ok,O=C1C2C=CC3C(=O)N1c1ccc(cc1)Sc1ccc(cc1)N1C(=O)C2C3C1=O,531.455486983287,258.305486983287,108.29048866254463,0.0,True,False,dianhydride:sa_score>4.5,0.43243243243243246,True
CBDA,SDA,ok,O=C1C2C3C(=O)N1c1ccc(cc1)Sc1ccc(cc1)N1C(=O)C2C3C1=O,518.7842282805389,245.63422828053888,108.29048866254463,0.0,True,True,,0.5,True
BPADA,SDA,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,478.99099422381903,205.84099422381905,108.29048866254463,6.0,False,True,,1.0,False
HQDPA,SDA,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)Sc1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)Oc1ccc(cc1)O3,483.8452775816357,210.6952775816357,108.29048866254463,5.0,False,True,,1.0,False
NTDA,SDA,ok,O=c1c(=O)n2c(=O)c3ccc4c(=O)n(c(=O)c5ccc1c4c35)-c1ccc(cc1)Sc1ccc-2cc1,561.0416320228653,287.89163202286534,108.29048866254463,6.0,False,True,,0.6451612903225806,True
PMDA,CHDA,ok,O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1[C@H]1CC[C@@H]4CC1,533.6402474161989,260.49024741619894,108.29048866254463,-1.0,True,True,,0.48148148148148145,True
BPDA,CHDA,ok,O=C1c2ccc3cc2C(=O)N1[C@H]1CC[C@H](CC1)N1C(=O)c2ccc-3cc2C1=O,611.2144638700371,338.0644638700371,108.29048866254463,0.0,True,True,,1.0,False
ODPA,CHDA,ok,O=C1c2ccc3cc2C(=O)N1[C@H]1CC[C@H](CC1)N1C(=O)c2ccc(cc2C1=O)O3,576.0417257410676,302.8917257410676,108.29048866254463,0.0,True,True,,0.8484848484848485,True
BTDA,CHDA,ok,O=C1c2ccc3c(c2)C(=O)N(C3=O)[C@H]2CC[C@H](CC2)N2C(=O)c3ccc1cc3C2=O,590.9798504338034,317.8298504338035,108.29048866254463,0.0,True,True,,0.8571428571428571,True
6FDA,CHDA,ok,O=C1c2ccc3cc2C(=O)N1[C@H]1CC[C@H](CC1)N1C(=O)c2ccc(cc2C1=O)C3(C(F)(F)F)C(F)(F)F,599.9593987397379,326.80939873973796,108.29048866254463,-4.0,True,True,,1.0,False
DSDA,CHDA,ok,O=C1c2ccc3cc2C(=O)N1[C@H]1CC[C@H](CC1)N1C(=O)c2ccc(cc2C1=O)S3(=O)=O,623.9470358236679,350.7970358236679,108.29048866254463,-1.0,True,True,,1.0,False
HPMDA,CHDA,ok,O=C1C2CC3C(=O)N4C(=O)C3CC2C(=O)N1[C@H]1CC[C@@H]4CC1,521.4997042047008,248.34970420470086,108.29048866254463,-4.0,True,True,,0.4666666666666667,True
BCDA,CHDA,ok,O=C1C2C=CC3C(=O)N1[C@H]1CC[C@H](CC1)N1C(=O)C2C3C1=O,530.8380751635781,257.6880751635781,108.29048866254463,-4.0,True,False,dianhydride:sa_score>4.5,0.5483870967741935,True
CBDA,CHDA,ok,O=C1C2C3C(=O)N1[C@H]1CC[C@H](CC1)N1C(=O)C2C3C1=O,528.7721336032853,255.6221336032853,108.29048866254463,-4.0,True,True,,0.5555555555555556,True
BPADA,CHDA,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)[C@H]2CC[C@H](CC2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,545.8441994986852,272.6941994986852,108.29048866254463,2.0,False,True,,0.7,True
HQDPA,CHDA,ok,O=C1c2ccc3cc2C(=O)N1[C@H]1CC[C@H](CC1)N1C(=O)c2ccc(cc2C1=O)Oc1ccc(cc1)O3,577.5623925859904,304.41239258599046,108.29048866254463,1.0,True,True,,0.8235294117647058,True
NTDA,CHDA,ok,O=c1c(=O)n2c(=O)c3ccc4c(=O)n(c(=O)c5ccc1c4c35)[C@H]1CC[C@@H]2CC1,553.2542428069358,280.1042428069359,108.29048866254463,2.0,False,True,,0.28205128205128205,True
PMDA,XYL,ok,O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1Cc1ccc(cc1)C4,552.8304656269759,279.6804656269759,108.29048866254463,2.0,False,True,,0.5,True
BPDA,XYL,ok,O=C1c2ccc3cc2C(=O)N1Cc1ccc(cc1)CN1C(=O)c2ccc-3cc2C1=O,503.05511845522915,229.90511845522917,108.29048866254463,3.0,False,True,,0.6129032258064516,True
ODPA,XYL,ok,O=C1c2ccc3cc2C(=O)N1Cc1ccc(cc1)CN1C(=O)c2ccc(cc2C1=O)O3,468.33048717845077,195.1804871784508,108.29048866254463,3.0,False,True,,0.6666666666666666,True
BTDA,XYL,ok,O=C1c2ccc3c(c2)C(=O)N(Cc2ccc(cc2)CN2C(=O)c4ccc1cc4C2=O)C3=O,488.46978280371815,215.31978280371817,108.29048866254463,3.0,False,True,,0.65625,True
6FDA,XYL,ok,O=C1c2ccc3cc2C(=O)N1Cc1ccc(cc1)CN1C(=O)c2ccc(cc2C1=O)C3(C(F)(F)F)C(F)(F)F,494.7444233329602,221.59442333296022,108.29048866254463,-1.0,True,True,,0.75,True
DSDA,XYL,ok,O=C1c2ccc3cc2C(=O)N1Cc1ccc(cc1)CN1C(=O)c2ccc(cc2C1=O)S3(=O)=O,512.5941546960969,239.44415469609692,108.29048866254463,2.0,False,True,,0.6052631578947368,True
HPMDA,XYL,ok,O=C1C2CC3C(=O)N4Cc5ccc(cc5)CN1C(=O)C2CC3C4=O,481.1899488578136,208.0399488578136,108.29048866254463,-1.0,True,True,,0.4,True
BCDA,XYL,ok,O=C1C2C=CC3C(=O)N1Cc1ccc(cc1)CN1C(=O)C2C3C1=O,510.137248926668,236.98724892666803,108.29048866254463,-1.0,True,False,dianhydride:sa_score>4.5,0.3548387096774194,True
CBDA,XYL,ok,O=C1C2C3C(=O)N1Cc1ccc(cc1)CN1C(=O)C2C3C1=O,504.0160021567935,230.8660021567935,108.29048866254463,-1.0,True,True,,0.37037037037037035,True
BPADA,XYL,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(Cc2ccc(cc2)CN2C(=O)c4ccc(cc4C2=O)Oc2ccc1cc2)C3=O,448.68404327493147,175.5340432749315,108.29048866254463,5.0,False,True,,0.717948717948718,True
HQDPA,XYL,ok,O=C1c2ccc3cc2C(=O)N1Cc1ccc(cc1)CN1C(=O)c2ccc(cc2C1=O)Oc1ccc(cc1)O3,475.2217615443751,202.07176154437514,108.29048866254463,4.0,False,True,,0.6470588235294118,True
NTDA,XYL,ok,O=c1c(=O)n2c(=O)c3ccc4c(=O)n(c(=O)c5ccc1c4c35)Cc1ccc(cc1)C2,529.8161631134936,256.66616311349367,108.29048866254463,5.0,False,True,,0.3023255813953488,True
PMDA,BAPF,ok,O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1-c1ccc(cc1)C1(c2ccc-4cc2)c2ccccc2-c2ccccc21,695.7268101208728,422.5768101208728,108.29048866254463,5.0,False,True,,0.5681818181818182,True
BPDA,BAPF,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c4ccc-3cc4C2=O)c2ccccc2-c2ccccc21,659.6644989447321,386.51449894473217,108.29048866254463,6.0,False,True,,1.0,False
ODPA,BAPF,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c4ccc(cc4C2=O)O3)c2ccccc2-c2ccccc21,622.8692284242087,349.7192284242087,108.29048866254463,6.0,False,True,,1.0,False
BTDA,BAPF,ok,O=C1c2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)C2(c3ccc(cc3)N3C(=O)c4ccc1cc4C3=O)c1ccccc1-c1ccccc12,648.5694042124112,375.4194042124112,108.29048866254463,6.0,False,True,,1.0,False
6FDA,BAPF,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c4ccc(cc4C2=O)C3(C(F)(F)F)C(F)(F)F)c2ccccc2-c2ccccc21,627.5919184916378,354.4419184916378,108.29048866254463,2.0,False,True,,1.0,False
DSDA,BAPF,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c4ccc(cc4C2=O)S3(=O)=O)c2ccccc2-c2ccccc21,652.7718075532944,379.6218075532944,108.29048866254463,5.0,False,True,,1.0,False
HPMDA,BAPF,ok,O=C1C2CC3C(=O)N4C(=O)C3CC2C(=O)N1c1ccc(cc1)C1(c2ccc4cc2)c2ccccc2-c2ccccc21,583.197240806203,310.04724080620304,108.29048866254463,2.0,False,True,,0.5581395348837209,True
BCDA,BAPF,ok,O=C1C2C=CC3C(=O)N1c1ccc(cc1)C1(c4ccc(cc4)N4C(=O)C2C3C4=O)c2ccccc2-c2ccccc21,604.9068142246388,331.7568142246388,108.29048866254463,2.0,False,False,dianhydride:sa_score>4.5,0.5813953488372093,True
CBDA,BAPF,ok,O=C1C2C3C(=O)N1c1ccc(cc1)C1(c4ccc(cc4)N4C(=O)C2C3C4=O)c2ccccc2-c2ccccc21,610.1146284301283,336.9646284301283,108.29048866254463,2.0,False,True,,0.6,True
BPADA,BAPF,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)C2(c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)Oc3ccc1cc3)c1ccccc1-c1ccccc12,561.3329182378442,288.1829182378442,108.29048866254463,8.0,False,True,,0.8636363636363636,True
HQDPA,BAPF,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C1(c2ccc(cc2)N2C(=O)c4ccc(cc4C2=O)Oc2ccc(cc2)O3)c2ccccc2-c2ccccc21,583.4865425133759,310.3365425133759,108.29048866254463,7.0,False,True,,0.9743589743589743,True
NTDA,BAPF,ok,O=c1c(=O)n2c(=O)c3ccc4c(=O)n(c(=O)c5ccc1c4c35)-c1ccc(cc1)C1(c3ccc-2cc3)c2ccccc2-c2ccccc21,657.9304174739748,384.7804174739748,108.29048866254463,8.0,False,True,,0.4583333333333333,True
PMDA,TPM,ok,O=c1c2cc3c(=O)n4c(=O)c3cc2c(=O)n1-c1ccc(cc1)C(c1ccccc1)c1ccc-4cc1,603.7028766113045,330.55287661130455,108.29048866254463,4.0,False,True,,1.0,False
BPDA,TPM,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc(cc1)N1C(=O)c2ccc-3cc2C1=O,560.461527330453,287.31152733045303,108.29048866254463,5.0,False,True,,1.0,False
ODPA,TPM,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)O3,497.2813471544148,224.1313471544148,108.29048866254463,5.0,False,True,,1.0,False
BTDA,TPM,ok,O=C1c2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)C(c2ccccc2)c2ccc(cc2)N2C(=O)c3ccc1cc3C2=O,549.6764297853562,276.5264297853562,108.29048866254463,5.0,False,True,,1.0,False
6FDA,TPM,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)C3(C(F)(F)F)C(F)(F)F,543.4939535936278,270.3439535936278,108.29048866254463,1.0,True,True,,0.75,True
DSDA,TPM,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)S3(=O)=O,569.0550575234721,295.9050575234721,108.29048866254463,4.0,False,True,,1.0,False
HPMDA,TPM,ok,O=C1C2CC3C(=O)N4C(=O)C3CC2C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc4cc1,496.26061506100916,223.11061506100918,108.29048866254463,1.0,True,True,,0.6285714285714286,True
BCDA,TPM,ok,O=C1C2C=CC3C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc(cc1)N1C(=O)C2C3C1=O,508.3503872947792,235.2003872947792,108.29048866254463,1.0,True,False,dianhydride:sa_score>4.5,0.47619047619047616,True
CBDA,TPM,ok,O=C1C2C3C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc(cc1)N1C(=O)C2C3C1=O,500.53629274642714,227.38629274642716,108.29048866254463,1.0,True,True,,0.5428571428571428,True
BPADA,TPM,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)C(c2ccccc2)c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,476.43888486578635,203.28888486578637,108.29048866254463,7.0,False,True,,0.813953488372093,True
HQDPA,TPM,ok,O=C1c2ccc3cc2C(=O)N1c1ccc(cc1)C(c1ccccc1)c1ccc(cc1)N1C(=O)c2ccc(cc2C1=O)Oc1ccc(cc1)O3,483.0434829894022,209.89348298940223,108.29048866254463,6.0,False,True,,0.9722222222222222,True
NTDA,TPM,ok,O=c1c(=O)n2c(=O)c3ccc4c(=O)n(c(=O)c5ccc1c4c35)-c1ccc(cc1)C(c1ccccc1)c1ccc-2cc1,568.834490092425,295.684490092425,108.29048866254463,7.0,False,True,,0.6857142857142857,True
PMDA,DABA,ok,O=C1Nc2ccc(cc2)-n2c(=O)c3cc4c(=O)n(c(=O)c4cc3c2=O)-c2ccc1cc2,660.0337924892566,386.8837924892566,108.29048866254463,3.0,False,True,,0.8235294117647058,True
BPDA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)-c2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,585.8557137713447,312.7057137713447,108.29048866254463,4.0,False,True,,1.0,False
ODPA,DABA,ok,O=C1c2ccc3cc2c(=O)n1c1ccc(cc1)[nH]c(=O)c1ccc(cc1)n1c(=O)c2cc(ccc2C1=O)o3,514.8333441323164,241.6833441323164,108.29048866254463,4.0,False,True,,0.8571428571428571,True
BTDA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)C(=O)c2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,593.0948525031196,319.9448525031196,108.29048866254463,4.0,False,True,,1.0,False
6FDA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)C(C(F)(F)F)(C(F)(F)F)c2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,612.5210161005439,339.3710161005439,108.29048866254463,0.0,True,True,,0.975609756097561,True
DSDA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)S(=O)(=O)c2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,588.6321482590777,315.4821482590777,108.29048866254463,3.0,False,True,,0.875,True
HPMDA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)C3CC4C(=O)N(C(=O)C4CC3C2=O)c2ccc1cc2,532.5949355365516,259.4449355365516,108.29048866254463,0.0,True,True,,0.525,True
BCDA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)C3C4C=CC(C(=O)N(C4=O)c4ccc1cc4)C3C2=O,568.6965620730334,295.54656207303344,108.29048866254463,0.0,True,False,dianhydride:sa_score>4.5,0.5,True
CBDA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)C3C(C2=O)C2C(=O)N(C(=O)C32)c2ccc1cc2,557.9705115900044,284.82051159000446,108.29048866254463,0.0,True,True,,0.5675675675675675,True
BPADA,DABA,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)NC(=O)c2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc1cc2,512.2313944710661,239.08139447106612,108.29048866254463,6.0,False,True,,0.9130434782608695,True
HQDPA,DABA,ok,O=C1Nc2ccc(cc2)N2C(=O)c3ccc(cc3C2=O)Oc2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc1cc2,528.7568488351022,255.60684883510226,108.29048866254463,5.0,False,True,,1.0,False
NTDA,DABA,ok,O=C1Nc2ccc(cc2)-n2c(=O)c(=O)c3ccc4c(=O)n(c(=O)c5ccc(c2=O)c4c35)-c2ccc1cc2,617.3688639681554,344.21886396815546,108.29048866254463,6.0,False,True,,0.5952380952380952,True
PMDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)-n3c(=O)c4cc5c(=O)n(c(=O)c5cc4c3=O)-c3ccc1cc3)c1ccccc1-c1ccccc12,669.9775554042993,396.82755540429935,108.29048866254463,7.0,False,True,,0.5957446808510638,True
BPDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)-c3ccc4c(c3)C(=O)N(C4=O)c3ccc1cc3)c1ccccc1-c1ccccc12,615.6772778059218,342.5272778059218,108.29048866254463,8.0,False,True,,0.82,True
ODPA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)Oc3ccc4c(c3)C(=O)N(C4=O)c3ccc1cc3)c1ccccc1-c1ccccc12,620.1385776408694,346.9885776408694,108.29048866254463,8.0,False,True,,0.8823529411764706,True
BTDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)C(=O)c3ccc4c(c3)C(=O)N(C4=O)c3ccc1cc3)c1ccccc1-c1ccccc12,618.1357144616408,344.9857144616408,108.29048866254463,8.0,False,True,,0.8222222222222222,True
6FDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3ccc4c(c3)C(=O)N(C4=O)c3ccc1cc3)c1ccccc1-c1ccccc12,609.6045738648018,336.4545738648018,108.29048866254463,4.0,False,True,,0.8,True
DSDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)S(=O)(=O)c3ccc4c(c3)C(=O)N(C4=O)c3ccc1cc3)c1ccccc1-c1ccccc12,609.7545002575747,336.6045002575747,108.29048866254463,7.0,False,True,,0.7959183673469388,True
HPMDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)C4CC5C(=O)N(C(=O)C5CC4C3=O)c3ccc1cc3)c1ccccc1-c1ccccc12,559.7234269031202,286.5734269031202,108.29048866254463,4.0,False,True,,0.5689655172413793,True
BCDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)C4C5C=CC(C(=O)N(C5=O)c5ccc1cc5)C4C3=O)c1ccccc1-c1ccccc12,581.3312567426532,308.1812567426532,108.29048866254463,4.0,False,False,dianhydride:sa_score>4.5,0.559322033898305,True
CBDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)C4C5C(=O)N(C(=O)C5C4C3=O)c3ccc1cc3)c1ccccc1-c1ccccc12,584.3693062554112,311.2193062554112,108.29048866254463,4.0,False,True,,0.6,True
BPADA,FDAADA,ok,CC1(C)c2ccc(cc2)Oc2ccc3c(c2)C(=O)N(C3=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)Oc3ccc1cc3)c1ccccc1-c1ccccc12,567.5834675646349,294.43346756463495,108.29048866254463,10.0,False,True,,0.8214285714285714,True
HQDPA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)N3C(=O)c4ccc(cc4C3=O)Oc3ccc(cc3)Oc3ccc4c(c3)C(=O)N(C4=O)c3ccc1cc3)c1ccccc1-c1ccccc12,592.9964144913806,319.84641449138064,108.29048866254463,9.0,False,True,,0.9019607843137255,True
NTDA,FDAADA,ok,O=C1Nc2ccc(cc2)C2(c3ccc(cc3)NC(=O)c3ccc(cc3)-n3c(=O)c4ccc5c(=O)n(c(=O)c(=O)c6ccc(c3=O)c5c64)-c3ccc1cc3)c1ccccc1-c1ccccc12,631.6124260564419,358.4624260564419,108.29048866254463,10.0,False,True,,0.5,True
